Date,Time,O3,CO,C6H6,SO2,NO2,NOx(GT),Pb,PM(2.5),PM(10),RH,AH,T
18/01/2008,06:00:00,1028,-200,3.5,936,106,181,0.9,914,680,57.1,0.4743,4.2
18/01/2008,07:00:00,1210,-200,6.9,783,140,341,1.5,1025,855,58.5,0.4608,3.4
18/01/2008,08:00:00,1531,-200,16.8,599,167,552,3.1,1337,1204,57.3,0.4661,3.9
18/01/2008,09:00:00,1745,-200,20.3,509,175,839,5.1,1383,1305,56.8,0.4768,4.3
18/01/2008,10:00:00,1974,-200,25.0,477,235,1049,5.8,1536,1428,52.9,0.4841,5.6
18/01/2008,11:00:00,1806,-200,17.2,542,196,796,3.8,1332,1215,54.9,0.4985,5.5
18/01/2008,12:00:00,1985,-200,21.4,479,211,999,4.4,1483,1336,64.3,0.5697,5.1
18/01/2008,13:00:00,2068,-200,25.1,445,234,1022,4.9,1605,1432,66.1,0.6010,5.5
18/01/2008,14:00:00,2087,-200,28.0,420,240,1023,5.2,1697,1502,69.3,0.6331,5.5
18/01/2008,15:00:00,1994,-200,26.1,431,243,1065,4.6,1640,1457,75.5,0.6667,5.0
18/01/2008,16:00:00,1971,-200,24.7,436,224,1098,4.8,1598,1420,76.2,0.6796,5.2
18/01/2008,17:00:00,1941,-200,24.5,436,240,1099,4.9,1614,1416,77.4,0.6954,5.3
18/01/2008,18:00:00,1969,-200,27.7,410,215,939,4.9,1733,1496,79.6,0.7022,5.0
18/01/2008,19:00:00,1813,-200,26.0,423,216,875,5.5,1725,1455,83.0,0.7352,5.1
18/01/2008,20:00:00,1677,-200,21.7,466,184,745,4.2,1588,1342,82.9,0.8022,6.4
18/01/2008,21:00:00,1118,-200,6.0,774,152,339,1.5,1233,813,74.0,0.9237,10.3
18/01/2008,22:00:00,828,-200,3.3,932,104,135,0.1,1187,670,71.8,0.9577,11.3
18/01/2008,23:00:00,867,-200,4.9,820,104,167,0.2,1241,758,81.9,0.9923,9.8
19/01/2008,00:00:00,974,-200,6.6,712,124,232,0.9,1298,840,83.8,0.9972,9.5
19/01/2008,01:00:00,975,-200,6.7,723,127,273,1.0,1286,842,81.0,0.9885,9.9
19/01/2008,02:00:00,902,-200,4.4,822,109,165,0.4,1208,733,79.8,0.9725,9.9
19/01/2008,03:00:00,791,-200,1.5,1106,-200,-200,-200.0,1008,549,76.4,0.7661,6.9
19/01/2008,04:00:00,673,-200,1.1,1222,73,75,-200.0,945,506,75.7,0.6590,4.8
19/01/2008,05:00:00,578,-200,0.9,1263,52,53,-200.0,948,492,78.9,0.6820,4.7
19/01/2008,06:00:00,563,-200,1.2,1235,57,72,-200.0,941,515,75.0,0.6627,5.0
19/01/2008,07:00:00,730,-200,2.5,1046,89,130,0.1,992,622,69.5,0.6362,5.6
19/01/2008,08:00:00,974,-200,7.6,760,128,265,0.7,1203,881,64.9,0.6512,7.0
19/01/2008,09:00:00,958,-200,7.3,732,152,314,1.2,1158,868,65.4,0.6644,7.1
19/01/2008,10:00:00,713,-200,3.7,923,128,194,0.2,1020,692,67.4,0.6537,6.4
19/01/2008,11:00:00,617,-200,2.5,1036,124,180,-200.0,994,618,75.9,0.6824,5.3
19/01/2008,12:00:00,591,-200,2.7,1009,117,181,-200.0,1018,634,73.0,0.7024,6.3
19/01/2008,13:00:00,661,-200,4.6,889,110,193,0.3,1099,742,63.3,0.7073,8.6
19/01/2008,14:00:00,856,-200,6.7,771,128,263,0.6,1132,845,55.0,0.6753,10.0
19/01/2008,15:00:00,639,-200,4.3,904,114,176,0.2,1014,729,53.6,0.6333,9.4
19/01/2008,16:00:00,647,-200,4.3,891,110,168,0.2,1013,729,55.0,0.6402,9.2
19/01/2008,17:00:00,646,-200,4.1,915,112,170,0.7,1015,715,55.1,0.6228,8.7
19/01/2008,18:00:00,846,-200,7.6,766,130,234,1.8,1139,883,54.4,0.6200,8.9
19/01/2008,19:00:00,857,-200,7.0,770,135,256,2.2,1109,858,53.6,0.5992,8.6
19/01/2008,20:00:00,942,-200,9.6,721,141,257,2.3,1167,962,50.4,0.5809,9.0
19/01/2008,21:00:00,945,-200,7.8,758,141,317,2.6,1109,892,49.8,0.5808,9.2
19/01/2008,22:00:00,562,-200,2.4,1053,95,135,1.1,918,611,52.1,0.5918,8.8
19/01/2008,23:00:00,657,-200,3.9,963,97,159,1.2,1005,707,50.9,0.5781,8.8
20/01/2008,00:00:00,723,-200,4.1,896,112,186,1.8,995,715,51.1,0.5755,8.7
20/01/2008,01:00:00,555,-200,2.5,1032,74,102,1.1,948,618,51.5,0.5772,8.6
20/01/2008,02:00:00,472,-200,1.3,1169,62,75,0.9,893,530,51.9,0.5766,8.5
20/01/2008,03:00:00,434,-200,1.2,1205,-200,-200,0.7,880,514,53.1,0.5742,8.1
20/01/2008,04:00:00,412,-200,0.7,1315,40,41,0.6,863,470,54.2,0.5755,7.8
20/01/2008,05:00:00,453,-200,0.9,1278,45,50,0.6,876,493,56.0,0.5690,7.1
20/01/2008,06:00:00,702,-200,2.9,1013,93,189,0.9,954,646,57.6,0.5784,7.0
20/01/2008,07:00:00,720,-200,2.7,992,104,182,1.0,947,636,55.3,0.5734,7.5
20/01/2008,08:00:00,1311,-200,14.4,616,162,636,3.4,1316,1130,56.3,0.5660,7.0
20/01/2008,09:00:00,1444,-200,17.2,552,169,704,4.2,1409,1217,53.5,0.5605,7.6
20/01/2008,10:00:00,1613,-200,17.4,547,190,854,4.4,1381,1223,50.5,0.5558,8.3
20/01/2008,11:00:00,1388,-200,11.5,649,170,652,2.9,1181,1031,37.1,0.5329,12.4
20/01/2008,12:00:00,1379,-200,11.9,641,151,529,2.6,1175,1047,32.3,0.5117,13.9
20/01/2008,13:00:00,1289,-200,12.6,638,150,438,2.6,1178,1071,28.9,0.4723,14.4
20/01/2008,14:00:00,1280,-200,14.3,626,154,438,3.0,1191,1128,25.4,0.4259,14.8
20/01/2008,15:00:00,1059,-200,10.3,745,140,378,2.3,1018,990,20.8,0.3536,15.1
20/01/2008,16:00:00,1299,-200,14.5,639,167,482,3.0,1172,1134,23.5,0.4076,15.4
20/01/2008,17:00:00,1638,-200,21.9,534,204,709,4.5,1386,1349,28.1,0.4381,13.7
20/01/2008,18:00:00,1946,-200,28.5,455,210,796,6.0,1594,1516,37.5,0.5068,11.5
20/01/2008,19:00:00,1798,-200,21.2,511,182,605,4.3,1414,1330,42.3,0.5337,10.4
20/01/2008,20:00:00,1609,-200,16.0,577,165,472,3.4,1259,1179,44.0,0.5381,9.9
20/01/2008,21:00:00,1531,-200,13.0,618,150,411,2.8,1205,1085,48.3,0.5458,8.7
20/01/2008,22:00:00,1338,-200,7.0,758,132,264,2.1,1032,856,49.9,0.5417,8.1
20/01/2008,23:00:00,1274,-200,6.4,773,120,217,1.7,1015,829,52.8,0.5419,7.3
21/01/2008,00:00:00,1200,-200,5.8,780,119,211,1.8,1035,801,52.2,0.5623,8.0
21/01/2008,01:00:00,1143,-200,5.6,786,110,179,1.6,1039,795,56.4,0.5609,6.8
21/01/2008,02:00:00,1048,-200,4.5,847,94,135,1.4,992,740,57.4,0.5654,6.7
21/01/2008,03:00:00,1049,-200,4.6,836,-200,-200,1.3,1000,744,62.1,0.5806,5.9
21/01/2008,04:00:00,1172,-200,5.9,757,101,221,-200,1046,808,65.9,0.5947,5.4
21/01/2008,05:00:00,1368,-200,6.6,702,117,284,1.3,1056,841,66.5,0.6054,5.5
21/01/2008,06:00:00,1540,-200,9.2,628,121,357,1.6,1129,948,65.8,0.6178,5.9
21/01/2008,07:00:00,1575,-200,12.2,582,138,469,2.4,1230,1056,63.9,0.6192,6.4
21/01/2008,08:00:00,1856,-200,22.6,465,174,766,4.5,1558,1367,62.2,0.6351,7.2
21/01/2008,09:00:00,2086,-200,29.0,419,179,875,5.7,1761,1527,60.0,0.6406,7.9
21/01/2008,10:00:00,1948,-200,19.4,500,175,800,4.3,1481,1280,58.5,0.6403,8.3
21/01/2008,11:00:00,2022,-200,20.5,482,183,815,4.2,1476,1311,54.5,0.6415,9.3
21/01/2008,12:00:00,2104,-200,22.5,464,189,841,4.5,1526,1365,53.1,0.6608,10.2
21/01/2008,13:00:00,2195,-200,24.0,451,198,827,5.0,1579,1403,51.4,0.6790,11.1
21/01/2008,14:00:00,1845,-200,13.9,573,142,402,2.9,1291,1113,46.9,0.6919,12.8
21/01/2008,15:00:00,1947,-200,16.8,526,139,415,3.0,1401,1204,48.0,0.7181,13.1
21/01/2008,16:00:00,2171,-200,20.2,469,99,435,3.3,1520,1303,51.5,0.7930,13.5
21/01/2008,17:00:00,1920,-200,16.4,519,135,570,1.4,1426,1191,51.2,0.7808,13.4
21/01/2008,18:00:00,1835,-200,18.0,506,223,530,2.3,1458,1239,55.3,0.7777,12.1
21/01/2008,19:00:00,1919,-200,20.3,476,194,617,1.6,1547,1305,56.5,0.7924,12.0
21/01/2008,20:00:00,2254,-200,38.1,355,244,983,4.9,2083,1731,64.4,0.8123,10.4
21/01/2008,21:00:00,2210,-200,35.7,370,243,1200,6.4,2005,1679,69.1,0.8150,9.4
21/01/2008,22:00:00,1961,-200,21.8,459,230,1028,3.5,1608,1345,71.0,0.8115,8.9
21/01/2008,23:00:00,1791,-200,18.2,496,207,797,1.7,1498,1246,73.8,0.7968,8.1
22/01/2008,00:00:00,1725,-200,20.1,483,223,977,2.6,1524,1300,76.8,0.7904,7.3
22/01/2008,01:00:00,1553,-200,14.4,552,216,811,1.6,1362,1131,76.7,0.7862,7.3
22/01/2008,02:00:00,1506,-200,15.1,542,198,757,1.5,1395,1153,77.3,0.7826,7.1
22/01/2008,03:00:00,1398,-200,13.1,571,-200,-200,0.9,1333,1087,78.7,0.7779,6.7
22/01/2008,04:00:00,1300,-200,11.5,605,126,388,0.5,1297,1032,77.8,0.7848,7.0
22/01/2008,05:00:00,1383,-200,13.7,568,144,497,0.9,1322,1106,80.5,0.7416,5.7
22/01/2008,06:00:00,1413,-200,11.6,590,183,582,0.4,1242,1036,81.4,0.7276,5.2
22/01/2008,07:00:00,1471,-200,13.2,565,193,574,0.5,1307,1091,80.4,0.7349,5.6
22/01/2008,08:00:00,1619,-200,15.6,522,196,588,0.8,1392,1167,78.8,0.7544,6.3
22/01/2008,09:00:00,1673,-200,16.9,502,208,645,1.4,1431,1207,76.9,0.7682,6.9
22/01/2008,10:00:00,1881,-200,18.5,484,217,643,1.6,1472,1254,67.7,0.7900,9.2
22/01/2008,11:00:00,1877,-200,16.6,502,246,628,1.5,1426,1198,59.8,0.8152,11.6
22/01/2008,12:00:00,1818,-200,15.0,527,204,547,1.0,1393,1150,52.0,0.8288,14.0
22/01/2008,13:00:00,1699,-200,15.0,535,192,461,1.0,1417,1149,50.2,0.8495,15.0
22/01/2008,14:00:00,1677,-200,16.9,515,186,455,1.3,1500,1206,49.9,0.8394,14.9
22/01/2008,15:00:00,1088,-200,7.0,770,133,244,0.1,1068,857,33.8,0.6034,15.8
22/01/2008,16:00:00,926,-200,5.9,851,126,202,-200.0,994,806,29.3,0.5068,15.4
22/01/2008,17:00:00,961,-200,7.1,823,138,256,-200.0,972,862,25.7,0.4193,14.4
22/01/2008,18:00:00,1066,-200,8.6,776,148,310,0.1,1016,925,27.2,0.4157,13.4
22/01/2008,19:00:00,1241,-200,12.2,687,167,391,0.4,1126,1057,28.7,0.4077,12.2
22/01/2008,20:00:00,1220,-200,12.6,704,175,444,0.7,1103,1072,25.7,0.3422,11.3
22/01/2008,21:00:00,1613,-200,21.1,549,224,794,2.7,1328,1327,31.9,0.3848,9.7
22/01/2008,22:00:00,1577,-200,16.9,587,215,716,2.1,1219,1208,36.5,0.4035,8.4
22/01/2008,23:00:00,1569,-200,15.1,610,196,565,1.3,1165,1152,36.8,0.4016,8.2
23/01/2008,00:00:00,1445,-200,10.1,697,195,451,0.8,993,981,36.0,0.3872,8.0
23/01/2008,01:00:00,1240,-200,7.5,784,181,313,-200.0,946,880,39.9,0.4006,7.0
23/01/2008,02:00:00,1169,-200,7.6,783,150,241,-200.0,978,883,44.3,0.4093,5.7
23/01/2008,03:00:00,1052,-200,5.9,849,-200,-200,-200.0,926,808,46.6,0.4025,4.7
23/01/2008,04:00:00,1006,-200,5.5,854,139,224,-200.0,938,788,50.8,0.4234,4.2
23/01/2008,05:00:00,757,-200,2.3,1101,74,82,-200.0,810,609,45.1,0.3861,4.6
23/01/2008,06:00:00,753,-200,2.0,1112,73,89,-200.0,829,581,53.3,0.4006,2.7
23/01/2008,07:00:00,737,-200,1.6,1165,77,93,-200.0,812,552,51.0,0.3947,3.1
23/01/2008,08:00:00,792,-200,2.1,1119,98,134,-200.0,839,594,54.1,0.4017,2.5
23/01/2008,09:00:00,945,-200,4.4,915,121,189,-200.0,942,735,53.5,0.4123,3.1
23/01/2008,10:00:00,1115,-200,6.4,791,162,292,-200.0,987,828,47.5,0.4180,5.0
23/01/2008,11:00:00,1131,-200,7.3,775,178,326,-200.0,996,871,43.4,0.4032,5.8
23/01/2008,12:00:00,1242,-200,8.7,722,206,397,-200.0,1047,927,42.8,0.4327,7.1
23/01/2008,13:00:00,1289,-200,9.2,712,191,371,-200.0,1072,948,41.6,0.4459,7.9
23/01/2008,14:00:00,1276,-200,7.9,737,175,305,-200.0,1040,896,41.2,0.4480,8.1
23/01/2008,15:00:00,1359,-200,9.0,706,169,328,-200.0,1088,940,41.3,0.4533,8.3
23/01/2008,16:00:00,1020,-200,7.0,756,180,281,-200.0,1075,857,49.1,0.5629,8.9
23/01/2008,17:00:00,805,-200,3.7,911,124,168,-200.0,1025,694,66.0,0.6678,7.1
23/01/2008,18:00:00,857,-200,4.3,849,130,183,-200.0,1057,727,75.1,0.6942,5.7
23/01/2008,19:00:00,942,-200,6.8,767,141,217,-200.0,1157,846,77.6,0.7031,5.4
23/01/2008,20:00:00,1020,-200,8.7,674,157,245,-200.0,1220,926,78.2,0.7074,5.4
23/01/2008,21:00:00,899,-200,4.7,827,123,154,-200.0,1050,749,68.1,0.6979,7.3
23/01/2008,22:00:00,860,-200,3.5,903,104,141,-200.0,1042,685,74.4,0.6924,5.8
23/01/2008,23:00:00,954,-200,5.4,798,134,210,-200.0,1101,782,72.3,0.6887,6.2
24/01/2008,00:00:00,883,-200,4.4,848,105,140,-200.0,1064,733,72.7,0.6791,5.9
24/01/2008,01:00:00,966,-200,6.0,773,121,191,-200.0,1129,811,76.5,0.6728,5.0
24/01/2008,02:00:00,983,-200,7.6,704,136,248,0.1,1173,884,80.4,0.6630,4.0
24/01/2008,03:00:00,607,-200,1.9,1017,-200,-200,-200.0,876,578,59.0,0.5493,5.8
24/01/2008,04:00:00,443,-200,1.0,1237,48,50,-200.0,855,498,59.5,0.5519,5.8
24/01/2008,05:00:00,390,-200,0.6,1421,40,43,0.3,809,459,51.3,0.5026,6.6
24/01/2008,06:00:00,479,-200,1.2,1296,67,86,0.5,832,520,47.2,0.4745,7.0
24/01/2008,07:00:00,732,-200,2.9,1028,104,152,0.6,902,644,47.9,0.4686,6.6
24/01/2008,08:00:00,1149,-200,11.1,688,169,341,1.8,1210,1018,49.8,0.5061,7.2
24/01/2008,09:00:00,1136,-200,9.7,682,203,355,2.0,1147,967,52.8,0.5293,6.9
24/01/2008,10:00:00,934,-200,5.7,797,183,327,1.4,1007,800,46.7,0.5249,8.7
24/01/2008,11:00:00,845,-200,5.4,844,151,240,0.6,976,783,40.6,0.4971,10.0
24/01/2008,12:00:00,808,-200,5.1,852,138,217,0.5,975,771,35.4,0.4877,11.8
24/01/2008,13:00:00,783,-200,5.8,829,127,191,0.7,997,804,37.2,0.4788,10.7
24/01/2008,14:00:00,785,-200,5.6,825,-200,-200,0.7,963,791,34.9,0.4560,10.9
24/01/2008,15:00:00,899,-200,8.0,759,148,256,1.1,1034,898,33.1,0.4256,10.7
24/01/2008,16:00:00,922,-200,7.1,787,172,287,1.3,993,860,34.2,0.4375,10.6
24/01/2008,17:00:00,951,-200,7.6,780,163,278,1.0,1014,884,38.1,0.4341,8.9
24/01/2008,18:00:00,1051,-200,10.4,715,180,302,1.5,1092,992,39.7,0.4206,7.8
24/01/2008,19:00:00,967,-200,8.9,740,169,259,1.5,1014,934,42.2,0.4341,7.3
24/01/2008,20:00:00,861,-200,7.3,795,152,221,1.2,971,870,42.5,0.4257,6.9
24/01/2008,21:00:00,631,-200,3.6,970,107,142,0.3,866,689,43.2,0.4247,6.6
24/01/2008,22:00:00,466,-200,1.7,1183,75,93,-200.0,781,559,41.7,0.4034,6.4
24/01/2008,23:00:00,407,-200,1.5,1250,58,71,-200.0,779,541,42.6,0.4041,6.1
25/01/2008,00:00:00,387,-200,1.0,1306,57,66,-200.0,760,504,41.8,0.3928,5.9
25/01/2008,01:00:00,337,-200,0.6,1447,44,49,-200.0,735,459,41.5,0.3836,5.7
25/01/2008,02:00:00,303,-200,0.4,1583,29,29,-200.0,726,424,42.4,0.3867,5.5
25/01/2008,03:00:00,295,-200,0.3,1651,-200,-200,-200.0,763,412,52.0,0.4436,4.5
25/01/2008,04:00:00,288,-200,0.2,1696,19,19,-200.0,749,399,51.6,0.4323,4.3
25/01/2008,05:00:00,274,-200,0.2,1785,20,20,-200.0,765,388,56.3,0.4530,3.7
25/01/2008,06:00:00,289,-200,0.1,1745,35,39,-200.0,787,383,58.1,0.4559,3.3
25/01/2008,07:00:00,318,-200,0.4,1556,60,77,-200.0,763,434,47.3,0.3862,3.9
25/01/2008,08:00:00,476,-200,2.9,1068,115,180,0.2,876,646,45.9,0.3843,4.3
25/01/2008,09:00:00,704,-200,5.4,853,157,243,0.7,969,785,50.1,0.4168,4.2
25/01/2008,10:00:00,735,-200,5.1,856,147,236,0.5,1000,769,62.7,0.4943,3.4
25/01/2008,11:00:00,735,-200,3.8,935,188,297,0.4,924,702,51.4,0.4534,5.0
25/01/2008,12:00:00,653,-200,3.9,968,126,235,0.3,892,703,44.1,0.4063,5.7
25/01/2008,13:00:00,603,-200,3.6,972,114,186,0.3,880,686,44.5,0.3968,5.2
25/01/2008,14:00:00,645,-200,4.2,932,123,196,0.4,917,722,48.6,0.4194,4.7
25/01/2008,15:00:00,564,-200,3.6,980,107,167,0.2,914,687,51.0,0.4327,4.5
25/01/2008,16:00:00,614,-200,3.6,966,121,211,0.4,909,689,50.1,0.4432,5.1
25/01/2008,17:00:00,658,-200,3.9,928,118,194,0.4,923,706,50.4,0.4430,5.0
25/01/2008,18:00:00,719,-200,4.9,858,134,206,0.7,985,758,56.4,0.4721,4.3
25/01/2008,19:00:00,772,-200,5.8,813,142,211,1.0,1012,803,56.7,0.4760,4.3
25/01/2008,20:00:00,812,-200,6.1,790,133,197,1.1,1040,814,57.0,0.4771,4.3
25/01/2008,21:00:00,583,-200,2.8,990,106,139,0.3,910,638,60.3,0.4782,3.5
25/01/2008,22:00:00,491,-200,2.4,1071,87,113,0.1,870,616,52.5,0.4351,4.1
25/01/2008,23:00:00,400,-200,1.5,1194,67,81,-200.0,796,546,50.6,0.4127,3.9
26/01/2008,00:00:00,354,-200,1.1,1285,55,63,-200.0,771,514,47.7,0.3901,3.9
26/01/2008,01:00:00,329,-200,0.9,1346,49,55,-200.0,769,487,47.8,0.3939,4.0
26/01/2008,02:00:00,296,-200,0.4,1532,30,31,-200.0,757,428,50.9,0.4144,3.9
26/01/2008,03:00:00,283,-200,0.3,1622,-200,-200,-200.0,765,410,57.7,0.4423,3.0
26/01/2008,04:00:00,266,-200,0.2,1775,20,20,-200.0,738,390,52.8,0.4137,3.3
26/01/2008,05:00:00,253,-200,0.1,1881,17,17,-200.0,720,383,53.9,0.4062,2.7
26/01/2008,06:00:00,282,-200,0.5,1646,35,42,-200.0,760,441,54.4,0.4110,2.8
26/01/2008,07:00:00,353,-200,0.9,1310,71,90,-200.0,783,492,49.0,0.3915,3.6
26/01/2008,08:00:00,519,-200,3.3,1043,136,227,0.3,887,668,50.2,0.3934,3.3
26/01/2008,09:00:00,681,-200,4.4,902,163,250,0.6,901,733,47.5,0.3778,3.5
26/01/2008,10:00:00,583,-200,2.8,1022,143,219,0.3,860,638,49.4,0.4136,4.3
26/01/2008,11:00:00,628,-200,3.2,1007,134,211,0.1,874,662,48.4,0.4131,4.5
26/01/2008,12:00:00,566,-200,2.7,1053,130,189,0.1,868,634,50.0,0.4199,4.3
26/01/2008,13:00:00,572,-200,3.5,993,122,180,0.2,894,683,49.7,0.4166,4.3
26/01/2008,14:00:00,637,-200,4.8,891,129,197,0.5,913,751,45.3,0.3955,4.9
26/01/2008,15:00:00,579,-200,3.4,987,132,198,0.3,866,678,42.4,0.3884,5.6
26/01/2008,16:00:00,666,-200,4.2,924,133,203,0.3,900,721,43.1,0.3984,5.7
26/01/2008,17:00:00,707,-200,4.2,912,126,188,0.3,922,720,49.7,0.4305,4.8
26/01/2008,18:00:00,990,-200,8.5,752,177,294,1.0,1033,918,43.0,0.3821,5.1
26/01/2008,19:00:00,1026,-200,9.2,729,185,302,1.4,1073,945,44.4,0.3970,5.3
26/01/2008,20:00:00,910,-200,7.6,763,169,261,1.4,1048,884,47.9,0.4180,4.9
26/01/2008,21:00:00,897,-200,6.2,794,151,232,1.1,1025,822,50.8,0.4398,4.7
26/01/2008,22:00:00,651,-200,2.9,966,114,154,0.4,922,645,54.8,0.4704,4.6
26/01/2008,23:00:00,598,-200,2.5,986,90,120,0.2,904,620,56.8,0.4688,4.0
27/01/2008,00:00:00,560,-200,2.6,1009,87,117,0.2,857,628,46.8,0.3900,4.2
27/01/2008,01:00:00,527,-200,2.2,1059,83,108,0.2,808,597,42.0,0.3571,4.5
27/01/2008,02:00:00,574,-200,2.5,1025,74,97,0.2,826,622,42.1,0.3487,4.1
27/01/2008,03:00:00,422,-200,0.8,1259,-200,-200,-200.0,738,480,39.7,0.3379,4.5
27/01/2008,04:00:00,326,-200,0.3,1481,28,28,-200.0,727,412,42.2,0.3571,4.4
27/01/2008,05:00:00,312,-200,0.3,1531,26,27,0.4,745,417,45.9,0.3804,4.1
27/01/2008,06:00:00,382,-200,0.7,1313,61,81,0.5,762,470,42.5,0.3556,4.3
27/01/2008,07:00:00,488,-200,1.4,1198,91,129,0.7,775,533,38.1,0.3267,4.6
27/01/2008,08:00:00,915,-200,6.6,822,184,336,1.9,972,837,39.4,0.3367,4.6
27/01/2008,09:00:00,1021,-200,8.4,739,204,335,2.4,1038,917,41.9,0.3634,4.8
27/01/2008,10:00:00,897,-200,5.5,839,185,318,2.0,934,790,40.2,0.3760,5.9
27/01/2008,11:00:00,699,-200,3.5,961,125,201,1.3,872,683,38.4,0.3861,7.0
27/01/2008,12:00:00,588,-200,3.0,1009,104,166,1.0,854,649,40.2,0.3944,6.6
27/01/2008,13:00:00,643,-200,4.1,930,115,192,1.2,893,716,41.2,0.4046,6.6
27/01/2008,14:00:00,685,-200,4.7,900,126,198,1.5,900,748,36.8,0.3779,7.3
27/01/2008,15:00:00,673,-200,4.5,921,125,198,1.3,881,736,35.0,0.3584,7.3
27/01/2008,16:00:00,691,-200,4.7,924,139,223,1.5,850,747,33.5,0.3367,7.0
27/01/2008,17:00:00,726,-200,5.1,913,142,224,1.5,865,769,32.4,0.3155,6.5
27/01/2008,18:00:00,912,-200,7.7,819,170,266,2.1,928,886,33.9,0.3131,5.7
27/01/2008,19:00:00,1048,-200,10.3,750,195,326,2.6,1025,987,36.1,0.3178,5.0
27/01/2008,20:00:00,1136,-200,11.5,717,202,343,3.0,1049,1032,38.3,0.3306,4.7
27/01/2008,21:00:00,909,-200,6.0,863,168,243,2.0,911,811,39.9,0.3390,4.5
27/01/2008,22:00:00,719,-200,3.6,995,128,177,1.4,838,689,41.1,0.3451,4.3
27/01/2008,23:00:00,746,-200,4.3,953,115,155,1.3,855,725,43.1,0.3551,4.0
28/01/2008,00:00:00,700,-200,3.4,999,111,143,1.2,827,677,46.0,0.3701,3.7
28/01/2008,01:00:00,579,-200,2.4,1075,97,124,1.1,810,613,47.4,0.3716,3.3
28/01/2008,02:00:00,553,-200,2.0,1120,77,94,0.9,807,585,49.1,0.3774,3.0
28/01/2008,03:00:00,519,-200,1.4,1146,-200,-200,0.8,781,534,48.0,0.3822,3.5
28/01/2008,04:00:00,467,-200,1.2,1158,51,56,0.6,779,522,48.0,0.3835,3.6
28/01/2008,05:00:00,422,-200,0.9,1282,49,58,0.5,781,486,47.8,0.3919,4.0
28/01/2008,06:00:00,545,-200,1.6,1159,79,105,0.6,819,554,48.1,0.3975,4.1
28/01/2008,07:00:00,556,-200,1.7,1138,92,122,0.7,810,559,47.4,0.3926,4.1
28/01/2008,08:00:00,879,-200,6.2,827,167,274,1.6,992,823,48.7,0.4073,4.2
28/01/2008,09:00:00,993,-200,8.2,742,206,342,2.2,1055,909,49.8,0.4117,4.1
28/01/2008,10:00:00,892,-200,6.4,822,184,296,1.8,966,832,48.4,0.4043,4.3
28/01/2008,11:00:00,901,-200,5.9,838,176,279,1.5,975,808,49.7,0.4271,4.6
28/01/2008,12:00:00,874,-200,5.7,842,191,325,1.8,941,798,49.6,0.4210,4.5
28/01/2008,13:00:00,722,-200,5.3,871,147,222,1.4,925,781,48.4,0.4087,4.4
28/01/2008,14:00:00,836,-200,7.3,793,174,279,2.1,997,871,47.2,0.4075,4.7
28/01/2008,15:00:00,669,-200,5.1,888,167,248,1.6,920,767,49.5,0.4118,4.2
28/01/2008,16:00:00,600,-200,3.9,949,138,193,1.3,860,706,50.7,0.3991,3.4
28/01/2008,17:00:00,-200,-200,-200.0,-200,164,256,1.9,-200,-200,-200,-200,-200
28/01/2008,18:00:00,-200,-200,-200.0,-200,190,288,2.4,-200,-200,-200,-200,-200
28/01/2008,19:00:00,-200,-200,-200.0,-200,198,300,3.0,-200,-200,-200,-200,-200
28/01/2008,20:00:00,-200,-200,-200.0,-200,155,224,1.9,-200,-200,-200,-200,-200
28/01/2008,21:00:00,-200,-200,-200.0,-200,153,219,1.8,-200,-200,-200,-200,-200
28/01/2008,22:00:00,-200,-200,-200.0,-200,110,145,1.1,-200,-200,-200,-200,-200
28/01/2008,23:00:00,-200,-200,-200.0,-200,91,115,1.1,-200,-200,-200,-200,-200
29/01/2008,00:00:00,-200,-200,-200.0,-200,105,136,1.1,-200,-200,-200,-200,-200
29/01/2008,01:00:00,-200,-200,-200.0,-200,85,107,1.0,-200,-200,-200,-200,-200
29/01/2008,02:00:00,376,-200,0.8,1306,60,70,0.7,745,480,49.7,0.3528,1.9
29/01/2008,03:00:00,336,-200,0.6,1376,-200,-200,0.6,751,455,52.9,0.3692,1.6
29/01/2008,04:00:00,330,-200,0.5,1460,34,37,0.5,737,445,53.8,0.3687,1.4
29/01/2008,05:00:00,321,-200,0.5,1494,31,33,0.5,734,448,54.7,0.3657,1.0
29/01/2008,06:00:00,334,-200,0.6,1473,37,43,0.4,735,458,52.3,0.3591,1.4
29/01/2008,07:00:00,395,-200,0.9,1324,58,73,0.5,754,494,51.0,0.3561,1.6
29/01/2008,08:00:00,473,-200,2.0,1163,92,125,0.8,814,586,53.1,0.3642,1.4
29/01/2008,09:00:00,553,-200,2.8,1022,110,154,1.1,857,641,54.1,0.3785,1.7
29/01/2008,10:00:00,545,-200,2.8,1027,101,140,1.1,836,642,51.0,0.3778,2.5
29/01/2008,11:00:00,547,-200,3.0,1025,96,150,1.1,833,652,48.7,0.3706,2.9
29/01/2008,12:00:00,527,-200,2.4,1051,102,139,1.1,819,610,45.8,0.3674,3.6
29/01/2008,13:00:00,505,-200,2.5,1027,96,135,1.1,830,618,48.1,0.3722,3.1
29/01/2008,14:00:00,550,-200,3.0,987,102,152,1.2,845,653,46.6,0.3668,3.4
29/01/2008,15:00:00,465,-200,2.2,1071,88,121,1.0,809,602,45.8,0.3697,3.7
29/01/2008,16:00:00,467,-200,2.6,1049,87,122,1.2,817,629,43.7,0.3688,4.4
